Fragment.ID	GSM27015.26.M	GSM27016.26.M	GSM27018.29.M	GSM27021.37.M	GSM27023.40.M	GSM27024.42.M	GSM27025.45.M	GSM27027.52.M	GSM27028.53.M	GSM27031.66.M	GSM27032.70.M	GSM27034.73.M	GSM27035.77.M	GSM27036.80.M	GSM27038.85.M	GSM27040.90.M	GSM27042.91.M	GSM27043.95.M	GSM27017.27.F	GSM27019.30.F	GSM27020.36.F	GSM27022.38.F	GSM27026.48.F	GSM27029.56.F	GSM27030.61.F	GSM27033.71.F	GSM27037.81.F	GSM27039.87.F	GSM27041.90.F	GSM27044.106.F
31404_at	85.0935	85.6129	66.8594	94.8525	0.001	63.7481	118.987	102.694	59.281	56.2654	51.9132	87.2248	82.6512	28.198	50.2756	82.1509	30.1587	61.5653	44.6275	23.6656	38.4444	46.9133	68.8363	31.6098	47.186	75.4605	72.2897	68.7655	53.0487	87.0695
31405_at	271.186	248.8	307.563	245.23	269.049	284.284	232.12	197.923	227.859	224.244	209.916	203.972	242.358	314.065	212.778	242.384	296.543	133.104	340.881	371.904	232.501	260.78	275.917	243.122	230.552	255.357	213.557	241.579	233.248	187.09
31406_at	1765.03	1769.33	1932.89	2483.39	2402.99	1913.89	2230.09	1809.08	2536.17	2122.96	2267.84	2340.99	2214.88	2326.35	1855.18	1645.24	2103.49	3479.56	3242.82	1832.85	1949.12	2123.76	1926.38	2287.99	1896.81	1964.47	1466.02	2268.06	3149.04	2378.6
31407_at	6.29912	57.3706	3.23801	12.1478	6.55335	0.819813	11.861	0.001	0.001	0.001	0.802899	2.21698	0.001	0.001	5.22765	3.76649	0.001	6.40819	0.001	0.001	13.4255	16.9593	0.001	6.79237	11.3226	23.2151	7.16568	0.001	30.5682	4.99273
31408_at	144.451	85.3452	166.637	164.499	187.498	150.437	167.774	143.534	150.819	135.157	200.485	192.993	161.728	166.163	79.3686	137.597	152.848	243.079	216.947	153.769	134.211	157.482	142.207	162.829	140.9	144.906	151.781	165.384	145.329	300.795
31409_at	30.8564	10.4672	55.7506	28.9688	36.4589	51.9328	29.0124	27.645	25.7781	35.2558	48.0349	44.8097	29.5723	41.784	22.67	23.0974	30.9891	37.1923	68.0372	26.4566	21.7674	47.9892	27.0163	28.4176	31.7465	24.0068	20.9198	45.1274	33.808	33.883
31410_at	681.079	697.907	626.355	632.069	565.044	690.087	562.608	453.055	683.165	620.859	714.226	485.443	794.16	513.051	508.991	719.197	474.653	537.682	415.598	683.898	682.079	606.368	599.979	714.276	743.307	627.043	790.438	551.76	512.305	497.785
31411_at	22.9724	18.5277	5.56374	0.620926	16.3289	8.64643	26.0676	15.1983	16.6785	7.89213	20.4701	21.8936	36.9574	15.3544	15.4968	15.8161	17.9134	22.4187	6.28901	21.4501	19.1993	11.5067	6.9813	21.7267	19.0042	25.5276	5.77678	20.5269	16.814	18.4379
31412_at	266.16	191.139	266.382	233.701	188.122	195.294	277.893	157.512	203.538	196.719	283.474	212.867	252.178	244.067	194.398	228.418	293.033	336.803	295.92	287.992	223.456	222.462	212.151	247.764	192.35	184.732	239.363	234.293	250.231	250.501
31413_at	144.008	145.584	135.489	141.624	136.569	103.948	122.365	131.11	207.983	150.148	155.95	136.148	149.26	203.172	137.608	148.86	203.877	301.78	181.895	228.781	146.24	165.263	138.213	172.751	136.71	183.6	113.611	137.08	102.959	147.444
31414_at	79.6693	61.5047	85.1725	94.063	101.356	96.8235	87.0753	70.1307	78.6407	40.5137	107.43	103.474	101.48	99.6811	84.5857	92.7074	91.9361	139.016	163.822	91.6065	92.6772	76.4613	81.4048	86.1229	87.4771	79.1828	64.8935	87.6195	104.375	88.1757
31415_at	17.8365	19.113	36.0508	45.7485	36.5502	22.2178	34.5657	40.2203	10.5586	23.3233	31.2674	53.0866	26.7429	15.8794	17.9235	25.4315	32.9283	8.12912	34.4244	13.6943	17.4644	22.2825	50.5745	22.2425	3.30402	23.6524	19.9423	25.1109	56.7193	25.4097
31416_at	110.778	66.6146	96.878	112.803	92.7266	78.0787	61.6595	46.3425	71.5413	73.7626	67.7939	68.2913	96.1755	154.643	59.8815	84.4282	163.471	175.932	146.881	68.7575	86.1788	97.1523	118.706	92.5254	85.4394	94.3614	66.1872	81.2984	98.3488	71.6442
31417_at	224.771	197.74	240.757	273.778	220.861	228.737	194.538	181.118	223.304	216.241	254.912	214.856	212.434	233.58	164.785	209.351	257.086	264.757	281.493	243.128	236.521	222.858	206.546	196.35	239.235	205.183	218.568	216.212	203.251	224.249
31418_at	991.728	669.944	664.158	837.183	692.162	561.653	648.636	829.443	867.469	1248.15	768.857	804.805	644.713	662.013	709.577	811.439	760.439	827.796	600.691	664.731	761.414	1037.04	537.101	667.782	743.749	826.237	1153.94	1012.89	407.184	911.807
31419_r_at	2560.68	2054.94	2722.07	2378.48	2305.71	2645.26	2725.95	1965.65	2345.58	1996.72	2331.02	2539.76	2574.86	2259.18	2747.77	2459.27	2600.15	1455.51	2060.19	2259.5	1840.37	1928.75	2248.06	2867.86	2044.13	2022.43	2185.52	2348.91	2139.11	2445.54
31420_at	87.8264	67.0027	112.25	79.3463	46.8121	60.9741	96.1427	22.3057	91.7072	41.9297	118.082	35.0495	82.1828	118.762	132.552	46.976	140.249	58.93	148.494	166.162	44.67	56.5691	72.4654	76.302	30.5206	140.365	41.0643	85.566	90.1215	42.9073
31421_at	270.837	204.672	279.635	418.126	369.382	306.08	311.83	255.739	172.849	267.896	234.775	366.184	257.828	323.716	172.84	300.959	325.788	578.979	589.42	199.615	222.886	276.765	175.902	173.127	200.181	219.243	197.988	256.315	247.786	444.447
31422_at	785.408	449.805	868.151	751.495	625.143	576.561	682.87	559.805	685.913	655.575	688.985	688.024	547.531	870.975	498.34	684.051	899.071	719.353	434.986	936.524	622.23	821.53	562.067	532.176	624.622	799.016	480.671	754.65	618.528	695.387
31423_at	230.727	180.283	182.556	311.121	279.488	358.814	318.025	204.519	337.156	218.791	490.032	303.519	419.012	318.375	235.354	343.153	233.822	637.367	322.663	230.025	228.621	305.198	255.025	310.585	405.507	273.129	249.897	259.882	264.127	384.048
31424_at	789.603	742.416	764.816	724.095	900.484	881.541	646.817	565.594	942.219	752.084	850.573	721.227	873.798	810.603	681.808	830.308	698.628	384.337	363.57	831.459	816.171	903.438	229.951	725.926	854.94	1036.81	805.723	789.856	683.325	577.131
31425_g_at	193.139	116.091	250.337	237.417	190.703	163.526	160.752	150.63	153.839	112.655	134.778	191.669	154.685	220.818	194.491	170.684	242.169	311.565	425.577	183.373	153.696	169.141	149.853	161.487	128.484	154.113	129.446	185.073	197.682	208.276
31426_at	291.612	249.436	348.729	334.164	276.531	288.722	285.766	215.396	340.138	242.783	295.826	239.118	292.712	314.781	200.686	283.448	287.215	218.142	297.667	369.034	297.793	324.852	225.576	327.83	329.196	279.191	266.625	300.374	248.306	293.731
31427_at	12.3454	11.7298	7.98471	17.0121	6.10747	13.4467	28.8591	0.630062	14.7868	0.001	9.88888	6.30606	36.3636	2.18346	2.60738	13.4453	0.001	0.001	0.001	0.0569686	7.33107	10.101	5.51423	18.2805	13.917	7.81397	25.2047	17.8687	11.5328	18.6281
31428_at	1014.05	754.307	1330.61	1451.68	1827.51	1280.5	1678.7	893.563	1511.64	1163.63	1500.45	1402.59	1262.33	1474.97	1022.35	920.435	1486.86	1655.97	1039.17	1350.56	1201.25	1092.27	1080.81	1464.69	1466.95	1205.06	848.178	1693.61	1156.53	1388.54
31429_at	689.518	521.141	797.876	821.489	560.881	671.324	527.256	546.773	580.997	590.862	594.176	469.167	635.448	740.461	391.471	646.731	749.075	577.685	525.962	974.632	742.566	785.85	541.866	694.741	733.76	550.205	673.143	729.343	355.61	413.219
31430_at	50.1064	22.8386	41.6348	53.9017	43.7815	43.2799	32.0856	33.7356	33.1496	6.75163	22.8252	23.9394	40.6563	35.9097	29.6717	47.8961	44.2727	64.1296	54.7395	35.2267	45.2798	51.8067	44.9999	39.6544	34.4181	34.7643	31.8312	32.0326	6.84027	29.9491
31431_at	169.502	194.696	145.745	194.117	152.319	118.251	142.147	176.156	169.098	256.395	216.184	216.884	198.24	281.921	114.017	143.853	355.802	301.831	180.898	193.559	241.117	178.553	99.9455	216.255	172.555	175.155	227.424	161.569	129.465	189.831
31432_g_at	469.033	529.57	398.664	501.798	428.782	313.741	452.176	527.542	435.521	652.243	604.197	689.339	521.827	539.595	403.082	446.845	638.168	571.239	306.231	385.305	633.334	384.559	266.273	523.151	498.006	580.989	633.429	473.609	503.156	626.254
31433_at	220.448	181.622	262.382	260.259	149.547	288.858	235.118	110.585	159.154	143.226	217.757	117.228	188.338	99.1365	66.4867	122.068	243.185	59.7041	226.521	295.628	200.451	136.12	181.144	224.942	262.32	124.562	237.82	229.743	130.671	176.985
31434_at	88.4718	60.9535	84.1028	104.583	108.696	88.1478	105.289	46.8195	112.253	71.1605	70.4523	85.6285	86.9125	73.1904	97.5614	70.8367	79.3811	97.35	73.3159	66.2483	62.4149	87.139	110.945	72.7213	91.2088	121.098	58.1026	68.5663	138.435	72.1893
31435_at	52.2051	48.4027	101.15	57.6717	103.245	69.1123	43.0611	64.338	64.887	87.8329	13.9316	78.3295	28.2409	116.906	46.4422	49.9224	146.965	164.206	219.024	136.774	71.1755	85.8434	61.7272	55.1592	69.7637	63.0173	27.9748	67.2481	68.7307	37.4598
31436_s_at	322.125	281.903	354.413	341.367	382.538	312.588	329.264	295.935	287.08	298.28	304.248	353.323	271.45	388.712	357.954	222.875	367.781	412.914	410.294	338.087	315.776	312.872	268.894	280.479	278.651	275.232	209.478	356.596	575.664	396.391
31437_r_at	123.479	114.661	58.8585	99.5853	54.2042	87.5126	61.8866	82.4498	97.028	76.7396	67.0136	66.7567	73.6662	63.3358	75.5762	82.1784	68.1293	78.6211	55.0334	72.3662	66.3171	84.6835	106.776	67.2402	71.7559	100.181	54.0032	37.5176	154.06	66.2514
31438_s_at	133.373	139.975	84.607	90.3669	139.221	109.629	204.105	139.177	140.296	228.074	187.189	161.92	199.985	135.157	105.28	88.2633	182.171	183.134	141.72	82.7267	176.825	97.5521	125.046	206.086	104.821	428.48	346.755	111.578	305.999	304.021
31439_f_at	204.575	200.497	193.334	211.652	186.989	185.376	184.475	165.313	263.231	204.03	237.652	202.054	213.338	271.56	128.496	249.46	244.922	219.65	231.965	235.74	196.503	218.727	182.725	192.745	238.828	243.937	240.828	200.212	145.831	185.808
31440_at	1193.94	1230.35	1316.2	1542.28	1548.93	1393.55	1377.92	1220.01	1153.29	1407.29	1553.95	1522.25	1341.17	1578.34	1289.47	1289.25	1513.24	1815.83	1872.23	1320.85	1249.48	1321.94	1236.14	1433.59	1447.97	1019.13	1185.19	1415.92	1681.57	1646.58
31441_at	64.3575	59.561	102.491	84.3503	91.5178	82.7358	71.0562	78.2916	84.4554	88.9341	86.4229	86.5839	59.9259	95.1776	47.1294	69.775	99.1343	139.305	99.5641	67.9652	63.4834	74.8233	91.7121	71.3628	88.4669	76.6678	53.2883	67.7825	99.7862	102.175
31442_at	31.7226	14.9607	110.729	73.1658	23.4135	18.0388	107.669	132.121	46.9138	127.308	16.5715	174.914	7.86576	55.5151	79.1045	21.3406	83.6074	51.5666	29.9002	54.8198	83.337	82.3099	19.8092	9.61144	16.9302	27.1917	10.4786	106.768	24.7889	22.2054
31443_at	226.975	255.969	270.583	274.983	256.723	242.926	259.777	220.002	283.502	220.565	189.417	245.947	195.258	332.058	220.577	209.989	320.25	317.488	389.125	410.12	251.507	307.866	329.871	286.726	224.066	254.444	165.773	219.8	306.378	219.026
31444_s_at	1498.42	1503.7	952.011	1163.77	859.154	887.306	1194.04	2614.11	1310.53	1593.32	1206.89	1913.09	1021.78	1003.15	1895.38	915.088	1190.68	1271.63	780.898	974.339	1323.5	1407.72	1610.96	851.793	1074.56	1790.53	2022.68	984.462	1497.21	1702.06
31445_at	378.038	326.385	411.07	434.893	434.118	412.92	569.019	375.99	600.776	362.07	443.053	427.148	299.586	418.201	494.57	362.04	414.291	443.353	346.017	389.352	414.865	417.473	883.975	328.01	353.174	562.608	283.483	439.177	507.494	481.34
31446_s_at	134.205	143.732	103.046	97.1702	112.278	110.118	98.0716	66.3793	157.868	92.8657	105.554	82.8467	145.63	112.259	79.5049	136.305	113.32	44.8984	57.864	125.81	112.52	109.24	65.3668	111.363	109.924	126.988	154.358	116.962	69.2025	58.1174
31447_at	63.8096	42.4299	37.2664	32.1338	57.2428	58.0552	68.8637	51.4575	51.27	39.0977	67.0559	62.3007	57.3239	54.8662	33.8723	54.1371	60.4483	49.0541	53.3415	56.2932	65.7962	53.0984	50.2379	70.0941	51.7223	59.2975	49.5532	57.563	63.7118	67.5443
31448_s_at	5.5791	20.885	16.2833	0.001	26.7438	15.8284	29.871	12.0134	26.4158	9.97142	26.8627	13.5478	18.5527	11.5153	9.79284	19.15	17.6483	24.2506	20.0168	14.6586	18.1757	0.001	15.3842	14.0342	17.6445	27.6216	14.1409	9.95291	37.0026	10.4858
31449_at	62.5149	50.903	72.6376	74.7168	100.703	140.37	77.0739	43.9006	148.222	75.5068	162.393	83.6645	117.706	124.386	54.3015	130.673	108.615	152.197	180.186	98.673	58.1472	63.8619	45.4851	145.265	112.12	83.4762	66.4526	85.412	80.676	275.481
31450_s_at	80.1842	136.029	98.9999	68.7394	66.0052	104.089	117.371	83.833	111.785	89.7841	49.1505	59.3425	136.625	43.7378	155.398	99.3335	61.2258	0.781104	68.6758	92.7792	83.808	65.2026	69.0259	68.6545	80.4191	94.0366	165.909	116.754	50.1258	16.6239
31451_at	332.938	227.152	362.037	312.749	229.304	298.051	255.182	232.571	313.407	246.274	218.599	254.746	211.68	291.46	207.864	273.719	354.385	328.088	410.271	370.688	267.291	314.319	241.052	186.251	256.038	258.349	220.695	233.398	210.482	258.663
31452_at	19.4556	24.0775	33.1208	37.0601	23.6467	12.0207	21.0827	16.9072	31.8821	16.0002	36.7896	24.1762	27.5689	31.0332	12.2044	27.2877	36.9477	44.2218	35.1863	45.9913	13.9653	16.4004	17.3478	30.6513	23.2491	28.4917	29.2197	22.1669	17.9254	29.3702
31453_s_at	43.4911	33.4354	43.1978	35.1973	46.5443	36.877	41.0494	23.167	39.5047	40.107	53.7347	31.1521	41.6186	46.1218	40.0548	30.9623	44.4063	46.3306	28.7343	39.204	32.3106	32.4503	59.5314	35.6651	42.6492	42.4285	32.6009	44.4206	49.0362	29.8823
31454_f_at	56.255	48.1814	62.9752	89.2492	58.7819	58.0858	45.0033	63.9205	77.1279	41.6028	40.1317	34.2486	52.2995	70.7203	18.4365	53.1026	90.5483	74.3329	75.4128	97.4589	61.7993	63.3131	43.2271	55.8369	43.5806	67.9172	48.253	44.4718	38.5775	50.0324
31455_r_at	11.6175	9.13561	16.8822	15.0036	26.5402	31.9202	28.0438	21.4401	22.7616	15.8344	28.6304	13.2868	17.0166	32.2433	26.0541	17.4549	21.1659	23.5836	22.5656	19.9966	23.7298	24.2499	53.3229	17.9979	14.362	29.765	12.9523	23.508	24.1499	27.755
31456_at	285.978	403.193	215.88	188.488	190.171	158.017	167.401	380.696	215.129	462.512	184.414	219.307	156.266	233.682	212.946	191.63	271.651	297.906	240.735	262.192	252.681	265.158	124.593	210.591	186.891	205.391	236.572	204.472	170.487	270.092
31457_at	510.371	387.849	494.956	485.912	397.634	393.413	521.867	320.626	495.398	419.261	439.492	386.589	410.397	501.487	608.34	361.329	357.28	383.27	353.308	435.691	504.758	425.229	618.756	513.355	363.925	521.731	371.119	442.138	577.157	416.084
31458_at	163.528	119.855	167.125	203.238	199.26	214.709	179.442	184.545	190.942	186.567	151.799	212.8	134.567	176.715	195.977	132.149	190.074	222.184	266.722	154.984	166.39	249.428	144.816	130.897	156.144	184.874	118.226	151.502	188.61	192.75
31459_i_at	20.5402	7.25639	14.0097	9.9527	6.19738	1.31414	37.2862	33.1505	20.3102	0.001	2.3909	66.2007	0.001	0.001	32.1492	25.437	6.11177	11.8398	5.44156	6.87582	4.86748	12.4203	13.0783	2.56341	8.83104	15.7132	0.976688	14.3617	8.24627	12.1015
31460_f_at	404.928	217.812	423.253	404.729	0.001	194.002	252.8	259.032	310.826	301.349	187.507	238.125	204.865	284.921	171.091	214.693	250.835	0.001	0.001	220.812	293.272	374.184	340.88	203.382	212.992	222.796	223.351	321.563	18.6235	40.9202
31461_at	34.9972	26.0001	60.4995	68.1348	73.2403	69.894	83.0028	26.9304	54.7673	43.1438	88.2817	52.6225	71.5876	50.3813	63.3896	70.3017	49.4651	47.7243	48.4323	37.8368	62.6396	55.7393	67.4258	58.8831	61.3478	53.275	51.3155	51.063	54.2742	61.8063
31462_f_at	16.8104	25.0777	28.0489	21.1636	4.8003	9.4771	13.1391	14.6237	24.4738	18.4272	19.4923	11.6984	14.7369	15.2911	22.1334	12.4752	6.49672	6.09712	12.0183	7.07537	19.4909	25.9201	9.29829	9.14839	12.6649	15.2275	15.1694	12.2174	21.9775	18.2716
31463_s_at	1498.38	1824.96	989.487	1697.26	1035.06	1051.04	1013.63	1993.46	1195.06	2096.04	1225.19	1322.81	1098.07	881.29	1707.65	1396.85	879.978	1204.81	931.828	1051.37	1045.26	1401.21	1111.57	1195.24	1381.38	1159.13	1593.93	1347.69	1021.52	1111.63
31464_at	21.2297	17.6615	20.721	14.143	16.0586	22.1191	16.4587	11.4967	20.9815	8.46565	10.1916	8.83991	12.351	5.34491	12.7001	17.3198	6.99809	16.7642	3.09888	13.8556	6.32637	13.4957	4.59882	14.1844	12.5589	23.5134	17.8337	14.679	15.8353	4.1036
31465_g_at	69.3135	88.6973	83.8564	92.9393	87.1212	55.7849	98.7848	4.17984	90.4205	70.3189	68.2365	0.001	66.7838	75.6908	0.001	53.7863	105.396	0.001	36.9383	96.2294	88.1816	51.5573	63.7269	102.326	86.8765	98.7639	80.4394	105.667	0.001	0.001
31466_at	189.567	177.196	219.247	207.994	194.854	202.318	229.569	174.517	295.025	229.717	186.891	177.028	191.809	275.619	121.168	211.325	248.093	159.176	152.267	255.282	194.829	245.21	215.963	195.323	227.38	262.075	217.558	186.378	152.44	138.242
31467_at	38.2048	21.2615	27.2564	61.2472	47.8289	44.3182	58.5651	27.5373	44.4567	32.7295	48.3775	67.0651	40.2528	61.9914	22.8721	40.1939	55.022	51.6981	71.6999	51.0646	38.3176	114.113	37.5588	25.068	44.8062	40.4928	39.8518	34.0168	34.9904	55.925
31468_f_at	277.359	196.273	255.741	286.068	188.275	219.87	232.586	164.427	217.406	134.371	340.2	172.421	320.788	206.145	140.441	423.728	219.468	93.5581	95.1146	201.55	294.087	321.187	177.325	200.349	290.218	213.348	355.783	298.461	108.244	199.359
31469_s_at	73.07	102.526	79.7238	83.7484	69.4632	114.347	74.2457	74.9236	98.7065	55.7084	65.6229	61.8929	59.1652	69.1135	36.3993	79.4885	74.5866	23.7004	49.6994	80.3934	67.5435	63.4671	75.1066	83.128	89.8881	105.601	68.4601	64.2351	53.2437	58.6176
31470_at	956.807	579.609	1027.76	1087.29	785.401	1009.59	1036.99	751.214	997.789	630.355	940.832	867.957	816.554	752.14	748.151	755.833	901.33	749.419	815.25	669.613	850.491	908.173	506.319	754.821	750.981	873.723	623.638	943.354	942.173	924.588
31471_at	495.278	306.955	555.569	562.563	418.083	454.961	322.57	284.385	317.533	294.07	412.944	405	410.454	355.474	289.515	373.371	414.543	851.294	958.189	375.78	390.991	411.208	342.461	423.065	334.41	301.023	373.237	394.221	512.763	465.757
31472_s_at	25.0014	43.0821	23.8733	13.3985	19.1394	27.0503	20.6354	21.1869	23.0519	57.2686	22.7055	16.5266	26.0047	20.9565	10.6191	32.5211	24.9279	40.8656	22.5706	21.001	29.8516	8.51905	33.482	18.2762	21.8564	49.1067	49.8883	15.0205	20.4625	35.0423
31473_s_at	21.3409	13.0838	15.5386	1.44962	7.72954	13.5746	4.31202	11.3226	8.47922	0.001	14.0044	4.86595	11.4314	6.49626	2.53758	16.7994	0.703068	7.31213	7.2301	8.15775	10.1352	11.6285	14.2505	8.77219	12.5652	6.87004	9.97558	0.001	24.3379	6.88591
31474_r_at	62.5371	45.4026	58.7938	64.2424	59.3185	77.2528	46.0626	38.2623	52.3431	39.9462	69.8298	53.3807	70.072	68.9221	55.9829	55.7712	65.3347	108.993	94.9308	85.8327	61.2608	37.887	85.7969	69.0209	57.5781	40.904	65.3379	63.4114	69.9202	68.0991
31475_at	550.33	306.883	560.016	588.292	475.259	490.386	515.688	428.419	548.851	455.531	517.558	480.795	485.633	630.646	466.075	472.806	601.133	957.867	723.657	565.485	474.138	499.42	522.992	501.801	438.27	502.839	375.163	484.024	585.315	577.071
31476_g_at	70.0106	23.0474	51.1607	50.6137	42.2467	84.1017	52.0568	27.6585	51.5157	42.566	58.3085	63.4565	82.8683	27.584	17.7139	71.9297	35.5773	20.8537	16.7759	39.2976	47.7443	35.8917	53.6643	73.4435	66.0019	49.0005	79.1226	48.8928	42.8019	60.0061
31477_at	213.7	144.03	238.992	226.998	241.183	202.244	237.518	211.028	160.326	246.481	274.197	288.973	160.931	182.532	157.555	195.782	201.611	176.758	103.651	197.897	214.237	241.501	116.27	155.158	237.798	177.867	203.638	238.943	118.172	216.098
31478_at	170.94	140.682	189.972	190.78	192.912	218.887	230.698	139.206	217.313	148.022	225.231	137.94	217.93	198.434	129.072	193.185	219.712	259.838	250.983	232.841	177.05	177.79	189.787	175.468	237.619	184.259	191.761	174.978	129.092	151.357
31479_f_at	7.86383	14.419	6.29652	10.9961	8.30255	6.27716	11.896	7.5285	4.39818	17.9502	8.76432	14.9261	3.87713	6.74203	0.001	9.92943	13.5861	16.2824	14.2733	5.52274	14.6027	3.18692	0.001	0.614049	6.46247	1.1401	6.44094	14.7899	10.8892	8.95597
31480_f_at	90.6077	71.4871	112.775	112.704	115.779	96.9657	86.0558	64.0983	77.932	86.6112	96.0925	94.8834	92.912	121.168	84.0551	74.7892	117.62	271.598	179.111	117.241	111.668	114.673	124.006	118.012	93.23	90.2939	45.5465	116.385	126.233	122.358
31481_s_at	2694.17	2417.78	1997.85	1731	1588.76	2099.26	1719.8	2924.96	1766.9	2667.52	1725.61	2437.08	1751.01	2192.57	2064.55	2165.68	2441.67	2714.73	3433.56	2601.23	2271.57	2246.83	1121.88	1910.08	2090.68	1626.44	2659.65	2239.6	1572	1679.39
31482_at	797.24	755.738	616.554	720.942	573.016	758.701	408.978	555.454	440.774	587.727	766.909	726.511	885.402	639.326	780.644	838.465	766.063	207.05	186.358	673.393	714.528	620.69	707.904	872.52	594.443	581.282	832.171	748.96	597.345	679.47
31483_g_at	78.1633	51.4088	63.5763	84.3465	75.8211	63.8008	60.6575	75.6516	97.9232	92.0581	72.3382	58.9006	69.2711	118.908	62.4087	72.6118	112.338	143.826	140.863	146.02	97.2696	92.3831	61.9039	82.2425	55.9539	75.2238	57.3251	91.9577	40.1533	59.8109
31484_at	302.022	212.473	418.566	538.417	312.295	296.627	295.459	330.625	260.484	319.257	307.838	539.026	262.233	292.637	203.409	268.952	310.386	560.575	481.129	209.575	267.529	273.425	313.398	291.929	267.319	208.098	226.403	332.542	382.279	646.715
31485_at	106.479	75.372	124.634	115.321	134.176	159.44	200.568	132.02	189.472	112.724	133.083	110.049	109.402	193.57	278.876	125.362	158.009	210.546	134.629	190.567	99.9391	113.427	414.848	98.4284	124.024	213.245	78.2551	124.86	228.224	133.225
31486_s_at	126.674	91.2127	114.956	119.006	127.653	108.836	93.4223	67.4726	97.0806	76.5877	85.8818	76.1687	83.9885	146.591	66.4307	127.962	190.537	66.3748	83.0632	152.874	115.773	78.6584	118.58	105.846	100.818	120.434	77.2412	89.7947	119.333	53.9268
31487_at	40.8586	27.4442	45.8919	32.8042	28.7923	30.8505	41.3199	12.7552	22.7702	23.3419	36.8935	28.0858	33.1791	26.8614	22.1024	27.3419	34.2524	32.0791	40.0635	41.8358	28.3603	30.539	24.7395	32.7242	26.4721	31.2788	31.8178	33.4084	7.64963	24.4736
31488_s_at	251.06	239.331	196.867	163.928	120.581	175.187	145.358	129.851	212.114	173.899	75.5228	55.7878	166.002	105.321	113.914	121.461	100.013	37.3375	140.461	266.895	112.281	114.062	101.369	241.502	198.798	192.837	322.085	175.685	36.4412	68.5791
